Date,AAPL,^GSPC
2024-02-21,180.67568969726562,4981.7998046875
2024-02-22,182.70718383789062,5087.02978515625
2024-02-23,180.8739013671875,5088.7998046875
2024-02-26,179.52618408203125,5069.52978515625
2024-02-27,180.98291015625,5078.18017578125
2024-02-28,179.78379821777344,5069.759765625
2024-02-29,179.11985778808594,5096.27001953125
2024-03-01,178.03968811035156,5137.080078125
2024-03-04,173.5208282470703,5130.9501953125
2024-03-05,168.58572387695312,5078.64990234375
2024-03-06,167.59474182128906,5104.759765625
2024-03-07,167.475830078125,5157.35986328125
2024-03-08,169.19021606445312,5123.68994140625
2024-03-11,171.1920166015625,5117.93994140625
2024-03-12,171.6676788330078,5175.27001953125
2024-03-13,169.58665466308594,5165.31005859375
2024-03-14,171.4397430419922,5150.47998046875
2024-03-15,171.06317138671875,5117.08984375
2024-03-18,172.1532745361328,5149.419921875
2024-03-19,174.49197387695312,5178.509765625
2024-03-20,177.05860900878906,5224.6201171875
2024-03-21,169.82444763183594,5241.52978515625
2024-03-22,170.72625732421875,5234.18017578125
2024-03-25,169.30914306640625,5218.18994140625
2024-03-26,168.17945861816406,5203.580078125
2024-03-27,171.7469482421875,5248.490234375
2024-03-28,169.9334716796875,5254.35009765625
2024-04-01,168.4965362548828,5243.77001953125
2024-04-02,167.31727600097656,5205.81005859375
2024-04-03,168.11996459960938,5211.490234375
2024-04-04,167.2974395751953,5147.2099609375
2024-04-05,168.05059814453125,5204.33984375
2024-04-08,166.9307861328125,5202.39013671875
2024-04-09,168.13978576660156,5209.91015625
2024-04-10,166.26681518554688,5160.64013671875
2024-04-11,173.46133422851562,5199.06005859375
2024-04-12,174.957763671875,5123.41015625
2024-04-15,171.13255310058594,5061.81982421875
2024-04-16,167.85240173339844,5051.41015625
2024-04-17,166.48483276367188,5022.2099609375
2024-04-18,165.53347778320312,5011.1201171875
2024-04-19,163.51190185546875,4967.22998046875
2024-04-22,164.34432983398438,5010.60009765625
2024-04-23,165.39476013183594,5070.5498046875
2024-04-24,167.49566650390625,5071.6298828125
2024-04-25,168.35780334472656,5048.419921875
2024-04-26,167.77313232421875,5099.9599609375
2024-04-29,171.9352264404297,5116.169921875
2024-04-30,168.79383850097656,5035.68994140625
2024-05-01,167.77313232421875,5018.39013671875
